id,age,prior_experience,education_level,region,treatment,salary,pre_salary
1093,25,6.5,High School,North,1,55922.97,45891.21
1094,24,1.3,High School,East,0,32355.19,37710.06
1095,43,1.9,Bachelor's,South,0,40585.98,45232.78
1096,43,3.4,Bachelor's,West,1,56262.96,51233.55
1097,19,0.6,Master's,East,0,41627.97,43268.93
1098,39,2.2,Bachelor's,West,1,50179.65,37089.1
1099,39,3.6,Master's,West,1,68076.6,52300.14
1100,20,2.3,High School,West,1,47660.91,39651.07
1101,44,2.8,High School,East,1,50897.61,46844.23
1102,35,1.9,Bachelor's,West,0,44894.08,41982.14
1103,29,0.0,High School,East,0,33521.69,39103.42
1104,18,3.6,High School,West,0,45320.63,44119.28
1105,39,6.5,High School,North,1,50821.02,43927.87
1106,29,3.0,High School,North,0,34838.86,39856.14
1107,22,3.5,Bachelor's,East,0,47194.7,51955.9
1108,47,4.4,Bachelor's,West,1,61042.95,41498.07
1109,47,0.5,Bachelor's,West,1,46033.56,42077.8
1110,44,6.4,Bachelor's,West,1,71775.21,61890.88
1111,42,3.4,High School,North,0,50113.71,41795.47
1112,34,6.3,High School,West,1,59721.95,48653.12
1113,33,1.5,High School,West,0,35023.51,33808.29
1114,48,6.6,High School,East,1,64155.65,48874.71
1115,32,4.6,Bachelor's,West,0,42321.73,47096.08
1116,40,4.1,Bachelor's,North,1,60460.59,47549.9
1117,32,3.5,Bachelor's,West,0,53299.33,46833.62
1118,22,2.5,High School,North,0,34293.06,37953.98
1119,38,5.4,Bachelor's,North,1,58070.39,51972.74
1120,31,3.3,Bachelor's,South,0,46913.13,44423.48
1121,19,0.0,Bachelor's,North,0,37696.57,41039.08
1122,28,0.8,Bachelor's,South,0,35753.62,41882.46
1123,36,2.6,Bachelor's,South,0,56365.73,43643.08
1124,24,3.6,Bachelor's,West,1,56466.51,50825.11
1125,23,2.9,Bachelor's,South,0,40892.17,44887.37
1126,49,5.4,High School,East,0,45845.72,46452.26
1127,45,0.0,Bachelor's,North,1,52539.3,41900.18
1128,19,3.3,High School,East,0,39948.6,37485.04
1129,23,0.0,High School,South,0,32427.97,25310.35
1130,35,4.5,Master's,West,1,64200.72,57919.46
1131,19,2.8,Master's,North,1,70871.69,47946.14
1132,35,3.8,High School,East,0,44326.21,40290.21
1133,47,1.3,Bachelor's,West,0,47055.21,40777.45
1134,32,5.6,High School,South,0,48502.59,36945.26
1135,44,5.1,Bachelor's,West,1,67374.77,55422.54
1136,36,4.2,Master's,East,0,53136.0,56869.24
1137,48,2.7,Master's,West,0,50765.84,57827.59
1138,19,4.2,Bachelor's,East,1,67211.55,51462.13
1139,37,1.6,High School,West,0,42557.35,37742.43
1140,42,4.7,Bachelor's,North,0,46398.01,56860.16
1141,23,6.3,High School,West,0,50145.57,48373.13
1142,18,5.1,Master's,North,1,68268.94,60296.71
1143,41,1.5,Master's,East,1,56137.23,43205.83
1144,32,3.7,Bachelor's,North,0,50592.7,54058.15
1145,45,0.4,High School,West,0,36945.97,30617.21
1146,47,4.1,High School,North,0,44692.65,38277.08
1147,40,3.9,High School,East,1,50106.06,44658.89
1148,27,0.0,Master's,West,1,57574.31,36280.88
1149,36,0.7,Bachelor's,North,1,48229.42,38382.9
1150,34,2.4,High School,North,0,39361.74,40833.24
1151,22,2.4,Bachelor's,South,1,62177.17,43449.11
1152,46,0.6,Master's,North,0,36357.34,43928.31
1153,21,3.8,High School,South,0,45320.13,39735.38
1154,27,3.5,Master's,East,1,57813.57,47460.28
1155,41,2.6,Master's,South,1,68976.02,55661.91
1156,34,1.5,Master's,East,1,56280.12,49008.46
1157,27,5.1,High School,North,0,39203.89,44210.7
1158,34,6.3,High School,North,0,52408.79,47825.33
1159,45,2.0,High School,South,0,37919.48,36056.32
1160,37,1.8,High School,East,0,30331.06,38013.75
1161,41,4.0,High School,North,1,45682.25,41791.75
1162,22,2.3,Bachelor's,South,0,43914.42,39453.45
1163,19,2.7,Bachelor's,South,1,50143.18,48402.06
1164,23,4.5,Master's,South,0,53130.55,60494.28
1165,38,0.0,High School,North,0,30578.1,30822.11
1166,19,5.6,Bachelor's,East,0,50080.46,59100.97
1167,30,3.1,Bachelor's,North,0,49568.78,47421.51
1168,47,2.2,Bachelor's,West,1,61981.76,49045.5
1169,28,2.8,Master's,West,1,62721.82,59028.84
1170,28,2.9,Bachelor's,North,0,47425.33,49029.25
1171,33,0.0,Master's,East,0,55090.48,42008.27
1172,28,6.0,High School,South,1,52031.62,47476.86
1173,36,3.1,Bachelor's,West,1,63204.13,52255.42
1174,32,3.9,High School,West,1,57012.3,35709.49
1175,42,4.9,High School,North,1,58980.89,43132.19
1176,40,1.0,High School,West,0,39331.76,31628.14
1177,40,3.9,High School,West,1,53243.71,38239.16
1178,33,2.5,High School,South,0,34479.51,40991.52
1179,48,4.7,High School,South,0,49553.49,45607.26
1180,28,0.0,High School,East,0,35664.21,27155.77
1181,39,2.8,Master's,West,1,68932.0,55822.05
1182,33,1.8,High School,East,1,45605.59,34766.34
1183,25,3.9,Bachelor's,East,0,46012.61,46139.22
1184,21,3.9,High School,South,0,42777.08,38848.33
1185,25,1.6,Master's,South,1,64465.39,51544.2
1186,21,1.6,Master's,North,1,64848.72,53556.04
1187,41,2.8,Bachelor's,South,1,54187.63,44452.93
1188,42,1.2,Bachelor's,East,0,43197.01,43777.77
1189,20,4.7,High School,West,1,47508.01,50427.02
1190,49,2.3,Master's,East,1,66709.51,46864.52
1191,20,0.0,Master's,East,0,41083.46,46422.68
1192,44,2.3,Master's,East,0,55677.34,55222.62
1193,46,0.9,Bachelor's,South,1,45022.21,40319.4
1194,49,0.0,High School,East,1,45157.08,34953.13
1195,35,0.5,Master's,North,0,48184.62,55295.35
1196,46,3.2,High School,West,1,45749.66,40973.42
1197,43,5.7,Bachelor's,South,0,58428.63,54165.64
1198,36,3.6,High School,East,0,37927.3,44707.93
1199,36,1.8,Master's,North,1,64108.75,53768.28
1200,38,3.9,High School,West,1,50364.87,31624.68
1201,22,2.1,High School,East,0,27640.22,36289.06
1202,35,1.6,Bachelor's,West,1,47920.32,41221.6
1203,45,0.7,Bachelor's,South,0,37921.75,41686.82
1204,27,0.0,Bachelor's,South,1,54840.95,37225.37
1205,46,2.2,High School,North,1,51166.18,36259.3
1206,39,3.3,High School,South,0,48067.63,36447.15
1207,38,2.8,Bachelor's,North,1,64688.43,49338.12
1208,23,2.2,Master's,East,0,48830.44,58220.17
1209,18,1.1,Master's,West,0,47383.09,44909.31
1210,22,4.2,Bachelor's,South,1,58593.08,45011.78
1211,26,0.4,Master's,West,0,42739.66,46280.01
1212,29,4.6,Bachelor's,West,0,42448.69,51685.38
1213,43,1.0,Bachelor's,East,1,50912.96,45683.73
1214,31,1.5,Bachelor's,East,0,36057.56,37583.22
1215,19,0.1,Bachelor's,South,0,38028.43,36148.18
1216,34,2.0,Bachelor's,East,0,54570.44,35409.19
1217,31,5.0,Bachelor's,West,0,50305.15,58499.93
1218,43,4.0,High School,North,1,53067.64,43002.18
1219,30,5.0,High School,North,1,59403.77,43146.27
1220,44,4.0,High School,North,1,53534.31,36710.91
1221,26,0.8,Bachelor's,South,0,41840.4,35478.1
1222,43,2.3,High School,East,0,35203.25,38557.07
1223,42,1.4,High School,East,1,43159.42,29770.3
1224,32,5.7,Bachelor's,East,0,50183.4,55516.02
1225,42,0.6,Bachelor's,East,0,44049.49,47971.78
1226,39,4.8,Bachelor's,West,0,43654.73,51009.65
1227,32,4.8,Bachelor's,North,0,57213.16,48554.22
1228,41,6.7,Master's,West,0,57959.23,66628.03
1229,47,2.2,Master's,South,0,56354.92,46696.83
1230,28,4.4,Master's,North,0,56504.85,65079.94
1231,48,7.6,Bachelor's,North,1,64530.57,66414.48
1232,33,1.8,High School,West,0,38190.64,34743.31
1233,46,0.0,Master's,South,0,49643.84,41410.83
1234,34,0.0,High School,South,0,27809.61,28296.92
1235,43,4.4,High School,North,0,46879.32,42017.34
1236,21,0.0,Bachelor's,East,0,26574.58,39534.27
1237,18,2.3,High School,South,0,30163.1,41058.53
1238,25,3.9,Master's,West,0,63085.92,52553.95
1239,34,3.4,Bachelor's,South,0,46992.71,52243.64
1240,20,3.9,Bachelor's,North,0,40241.6,52170.74
1241,46,3.4,Bachelor's,East,0,44839.41,46168.84
1242,37,5.6,Bachelor's,South,0,50056.19,50453.15
1243,32,1.1,High School,North,0,32456.29,33764.93
1244,32,1.6,Bachelor's,South,0,41084.27,38561.65
1245,48,1.5,Bachelor's,East,1,53258.7,46594.72
1246,41,4.7,Bachelor's,West,0,51633.82,47604.47
1247,39,4.8,Bachelor's,North,1,69201.09,54590.82
1248,31,3.9,High School,North,1,53830.09,41377.53
1249,43,5.4,High School,East,0,48389.32,43957.5
1250,45,0.6,High School,North,1,47757.54,31388.67
1251,40,6.3,High School,East,1,57059.5,53219.93
1252,31,6.0,Master's,North,1,66830.04,58230.97
1253,41,4.5,Master's,East,0,64448.58,56851.37
1254,19,6.6,High School,South,0,50370.0,46793.03
1255,30,0.0,Bachelor's,South,0,38696.76,37845.53
1256,43,2.0,Bachelor's,South,0,40686.66,41261.28
1257,31,1.5,High School,North,1,41503.9,27427.68
1258,44,4.4,High School,East,1,57562.49,38979.45
1259,41,0.9,Master's,East,0,52622.43,54251.02
1260,36,4.5,Bachelor's,West,0,55464.09,52486.91
1261,24,5.7,Master's,South,1,76188.02,62949.45
1262,20,4.4,High School,West,0,46016.37,42069.55
1263,32,3.6,Bachelor's,South,0,49360.12,48593.5
1264,40,1.0,High School,West,0,32195.86,31280.75
1265,31,1.3,High School,South,0,39970.51,36007.71
1266,28,5.5,Bachelor's,East,1,62629.11,54903.24
1267,32,4.6,High School,South,0,45525.99,39114.93
1268,45,2.9,High School,North,0,34745.82,39714.9
1269,30,2.2,High School,South,0,33196.05,26765.03
1270,35,0.0,High School,South,0,28819.23,31655.44
1271,43,0.9,Bachelor's,East,1,46555.19,35062.57
1272,23,6.8,Bachelor's,North,1,72457.77,58015.78
1273,20,0.4,High School,East,0,24577.1,26421.49
1274,36,3.4,High School,West,0,40633.03,40211.29
1275,32,5.0,High School,West,0,45707.2,47313.11
1276,49,0.5,Bachelor's,North,0,30416.47,45511.31
1277,42,3.4,High School,West,1,47903.14,34034.57
1278,40,4.9,Bachelor's,North,1,63905.99,56601.89
1279,22,3.0,High School,South,0,41218.64,39524.61
1280,45,8.7,High School,West,1,65188.88,54297.33
1281,27,0.0,Master's,South,1,58384.44,48039.43
1282,24,5.1,Bachelor's,East,0,52805.79,52356.3
1283,42,2.7,High School,West,0,38031.45,40970.12
1284,34,4.5,Master's,East,1,69889.79,54530.92
1285,24,3.9,Bachelor's,East,1,64282.84,47168.01
1286,39,1.5,Master's,North,1,56222.47,53274.4
1287,43,3.5,Bachelor's,East,1,55939.87,54441.6
1288,47,0.0,Bachelor's,North,1,44655.52,37859.87
1289,29,4.2,Master's,North,0,55958.5,46450.84
1290,42,3.6,High School,North,0,47920.12,40003.8
1291,34,4.3,Bachelor's,North,1,63695.59,51029.7
1292,30,5.1,Bachelor's,North,0,47693.26,52368.91
1293,37,3.7,High School,South,0,38203.48,42445.35
1294,42,3.3,High School,North,0,41752.37,37992.36
1295,21,1.2,High School,West,0,29181.05,36955.48
1296,27,1.6,Bachelor's,North,0,39099.98,38133.15
1297,20,5.4,Bachelor's,South,1,70845.21,59147.39
1298,26,5.9,Bachelor's,West,0,52551.13,61900.32
1299,30,2.5,High School,West,0,42344.67,33847.76
1300,35,3.1,Bachelor's,South,0,53552.63,43645.6
1301,32,1.2,Master's,West,0,44905.0,50242.78
1302,21,5.3,High School,South,0,41586.73,41151.12
1303,32,4.3,Bachelor's,East,0,49611.84,48929.59
1304,39,6.9,Bachelor's,East,0,53204.17,63110.11
1305,19,1.2,Bachelor's,North,0,42335.23,44550.43
1306,32,2.2,Bachelor's,North,1,53703.69,52520.79
1307,25,3.5,Master's,North,1,67191.58,56183.14
1308,25,4.3,High School,North,1,59863.65,40456.65
1309,34,2.6,Master's,South,1,66793.42,53004.97
1310,29,1.3,High School,East,0,36208.43,33297.65
1311,36,4.8,High School,South,1,44458.2,43853.77
1312,27,4.4,High School,West,1,55543.69,43104.79
1313,26,1.2,Bachelor's,West,0,50115.49,37872.93
1314,22,5.7,Bachelor's,West,0,40080.04,56228.87
1315,23,5.3,High School,West,0,49468.1,40265.35
1316,37,3.3,High School,West,1,49008.99,37032.69
1317,43,3.2,Master's,East,1,60228.61,54124.48
1318,49,4.1,Master's,South,0,61329.99,48261.79
1319,19,1.3,Bachelor's,West,0,50378.31,44975.97
1320,44,3.1,Bachelor's,North,0,51056.34,39087.38
1321,41,0.0,Bachelor's,East,1,46144.04,40678.35
1322,44,4.8,High School,North,1,49541.38,39228.76
1323,30,0.0,Master's,East,1,55723.14,43380.33
1324,23,6.0,High School,East,1,62386.37,50076.52
1325,22,2.3,Bachelor's,North,0,43084.01,53692.56
1326,42,2.6,High School,North,0,36278.08,38265.81
1327,18,1.7,Bachelor's,West,0,57343.6,35169.49
1328,38,2.4,Bachelor's,North,0,50665.03,49014.78
1329,39,5.8,Bachelor's,South,1,71261.83,54472.33
1330,38,0.0,High School,East,0,22698.57,30279.63
1331,23,5.6,Bachelor's,East,0,51125.85,57031.45
1332,23,3.7,High School,West,0,41401.55,32198.49
1333,40,0.6,High School,East,0,26752.18,31826.15
1334,33,0.8,High School,North,0,40550.11,30761.22
1335,21,6.4,Bachelor's,East,0,64109.92,62087.34
1336,47,1.1,Bachelor's,East,0,38659.23,44208.46
1337,28,0.7,Bachelor's,North,0,48999.49,33591.99
1338,47,5.3,Bachelor's,North,1,63802.63,58950.5
1339,47,3.7,Bachelor's,East,0,61978.27,50898.1
1340,47,1.1,Bachelor's,South,1,52095.88,35111.03
1341,48,3.4,High School,North,1,53180.71,40423.01
1342,41,0.9,High School,South,0,39845.0,36839.3
1343,40,5.2,Bachelor's,South,0,59993.1,48743.82
1344,26,5.1,Bachelor's,West,0,55921.89,58810.31
1345,40,4.1,Master's,South,1,66486.34,51249.48
1346,20,3.7,Master's,West,0,58740.63,52935.09
1347,36,6.5,High School,South,0,45486.21,45728.52
1348,48,3.0,High School,West,1,49758.79,44507.73
1349,25,0.6,Bachelor's,North,0,34362.22,37835.94
1350,22,3.9,High School,East,0,32792.44,37048.73
1351,21,7.2,High School,East,0,51768.42,53380.84
1352,41,1.0,Master's,West,0,54222.83,50644.72
1353,48,2.3,High School,North,0,41460.25,39570.14
1354,23,3.8,Master's,West,0,56089.11,55314.64
1355,19,2.9,Bachelor's,West,0,55411.52,47718.14
1356,37,1.0,Bachelor's,North,1,48260.87,38399.07
1357,45,5.2,High School,South,1,46141.98,52299.21
1358,28,7.6,High School,South,0,42009.74,57376.82
1359,21,3.4,Bachelor's,North,1,52270.83,52531.83
1360,32,1.2,High School,West,0,37658.71,36776.46
1361,23,0.0,High School,East,0,26825.99,32078.93
1362,39,3.5,High School,West,1,52852.65,35522.55
1363,34,5.2,High School,South,0,53854.68,48133.2
1364,47,4.0,High School,North,1,46350.52,42457.06
1365,41,3.0,Bachelor's,North,1,59378.08,52053.46
1366,23,1.8,High School,North,0,38159.19,38629.68
1367,36,0.8,High School,South,1,38143.33,34601.52
1368,47,4.7,Bachelor's,West,1,68779.56,45363.1
1369,42,4.8,Master's,North,1,68044.09,59044.0
1370,19,0.0,High School,East,0,28081.24,27768.43
1371,32,6.2,High School,North,0,59097.1,49609.46
1372,28,4.1,Bachelor's,West,0,53058.26,48637.81
1373,25,5.8,Master's,South,1,77024.02,61296.22
1374,43,0.3,Bachelor's,East,0,45721.7,40736.14
1375,36,0.3,Bachelor's,East,0,35552.69,37171.45
1376,30,2.7,High School,North,0,44355.29,38586.37
1377,29,4.0,Bachelor's,West,1,57507.24,43922.35
1378,22,6.6,High School,North,0,47055.05,46470.39
1379,23,4.4,Bachelor's,East,0,49876.47,53824.17
1380,43,2.5,Bachelor's,North,0,42433.59,40579.23
1381,39,0.9,Master's,West,0,51952.57,52682.9
1382,21,5.5,High School,South,1,57716.06,50397.6
1383,36,1.1,High School,East,0,30755.65,32227.08
1384,37,6.3,Bachelor's,West,0,60143.34,68894.94
1385,18,2.4,Bachelor's,North,0,43917.78,50172.41
1386,37,6.2,Bachelor's,East,1,64903.14,52802.88
1387,34,4.4,High School,North,0,43317.01,46184.7
1388,29,2.7,High School,North,0,40495.33,38363.45
1389,32,2.0,Bachelor's,South,0,45832.86,40893.15
1390,18,2.3,High School,North,0,35138.31,32620.36
1391,43,3.9,Master's,North,1,70805.46,60679.57
1392,31,3.2,Bachelor's,West,0,46350.97,45208.22
1393,49,1.8,Bachelor's,North,1,50162.21,42992.49
1394,23,2.7,Bachelor's,South,0,38666.1,42415.9
1395,22,3.2,Bachelor's,North,1,62387.35,44607.37
1396,47,0.0,High School,North,0,30061.95,29492.28
1397,28,3.9,Master's,North,1,67803.37,58252.73
1398,48,1.0,High School,East,0,38350.69,22646.56
1399,21,0.7,Bachelor's,South,0,37692.97,40167.68
1400,30,0.0,High School,East,0,23128.0,27015.52
1401,28,0.0,Bachelor's,South,0,38348.9,43609.45
1402,20,0.3,High School,South,1,42407.12,42671.01
1403,18,1.6,High School,West,0,33431.63,33362.88
1404,23,6.9,Master's,East,1,83088.24,58811.09
1405,35,1.9,High School,South,1,33413.89,36167.51
1406,41,3.4,Bachelor's,South,0,53666.78,47378.28
1407,27,3.8,Master's,West,1,70358.66,64285.4
1408,22,3.3,High School,East,0,42070.25,46566.36
1409,40,2.8,Bachelor's,North,1,39855.83,49861.5
1410,27,0.6,High School,West,0,38247.68,29453.22
1411,29,5.9,High School,South,1,52573.39,50411.07
1412,19,6.6,Bachelor's,East,1,65304.72,58860.03
1413,30,0.0,Master's,South,0,44147.04,45965.29
1414,25,1.0,High School,West,0,34892.92,26767.08
1415,19,2.4,Bachelor's,West,1,58518.28,49447.18
1416,37,1.1,Bachelor's,East,0,45676.98,41731.23
1417,18,4.0,Master's,West,1,71115.06,56596.63
1418,48,1.5,High School,West,0,35895.0,32099.37
1419,22,7.3,Bachelor's,North,1,72069.95,56725.53
1420,26,5.4,Bachelor's,South,0,48689.52,55469.03
1421,34,3.4,Bachelor's,North,0,44520.31,41203.35
1422,26,5.1,Master's,North,1,74639.22,63458.0
1423,28,5.2,Master's,East,1,74821.45,56383.58
1424,32,1.9,High School,West,0,39235.31,27465.28
1425,41,1.4,Bachelor's,South,0,39530.61,49487.58
1426,23,3.2,High School,South,1,54021.32,36167.65
1427,40,4.7,High School,South,0,38363.59,41211.36
1428,20,3.3,Bachelor's,West,1,63221.16,52438.15
1429,47,0.0,High School,South,0,28695.65,37417.72
1430,48,1.4,Bachelor's,South,1,60603.91,36067.99
1431,34,2.9,Master's,West,1,55948.95,49875.33
1432,22,2.8,High School,East,0,47363.03,34869.28
1433,47,6.9,Master's,South,0,64027.93,69439.21
1434,45,0.2,Bachelor's,West,1,46786.68,45156.53
1435,29,4.0,Bachelor's,North,0,51007.73,45678.99
1436,35,6.0,Master's,West,1,69449.28,68658.98
1437,31,7.5,High School,North,1,62267.05,49663.86
1438,38,2.2,Bachelor's,West,1,50885.48,45944.49
1439,41,4.0,Bachelor's,South,0,46443.26,44914.19
1440,28,4.1,High School,East,0,44852.99,41812.28
1441,26,3.4,Master's,East,1,60665.06,54755.55
1442,19,2.8,Master's,South,1,59565.96,52139.37
1443,29,3.9,High School,North,0,34751.9,43239.88
1444,20,0.0,High School,West,0,27480.35,25971.88
1445,20,4.4,Bachelor's,South,1,67650.43,47665.11
1446,18,3.3,High School,West,0,35527.4,41651.49
1447,25,2.6,Bachelor's,South,0,42006.98,51168.14
1448,49,7.1,High School,South,1,62250.78,51208.75
1449,39,1.7,Bachelor's,West,1,51096.41,45114.68
1450,45,2.2,High School,East,0,47722.32,39632.32
1451,49,7.0,High School,East,1,60136.68,54322.02
1452,46,1.3,Bachelor's,North,1,53683.72,38085.9
1453,25,1.9,Bachelor's,West,1,58418.15,40591.96
1454,28,2.7,Master's,North,1,67740.74,50339.7
1455,26,4.7,Master's,South,1,70210.84,66814.54
1456,22,3.4,High School,North,0,39441.18,42232.77
1457,31,0.4,High School,South,0,41364.39,33053.26
1458,45,1.9,Master's,West,1,60308.19,52164.94
1459,47,1.8,Master's,West,1,58147.42,45116.83
1460,20,2.8,Master's,West,0,50307.43,61152.76
1461,38,3.9,High School,West,0,32921.05,43616.75
1462,22,3.8,Master's,North,1,70617.31,59292.64
1463,22,0.0,High School,South,1,28259.66,22937.91
1464,36,5.1,Bachelor's,East,1,63355.03,56418.58
1465,44,3.5,Master's,West,1,64491.11,54075.15
1466,31,5.8,High School,West,1,68507.02,42108.87
1467,43,3.9,Master's,South,1,57506.93,52884.95
1468,47,5.2,High School,East,0,41102.42,40540.42
1469,21,3.9,Master's,West,0,56118.79,51572.86
1470,42,5.7,High School,East,0,46089.71,47342.19
1471,30,4.0,Master's,West,1,64385.78,55452.95
1472,27,2.8,High School,North,0,38007.57,39736.28
1473,42,7.5,Bachelor's,North,1,64336.79,67203.9
1474,35,4.8,Bachelor's,East,1,64120.19,51881.99
1475,25,4.1,Bachelor's,South,1,48835.04,41320.44
1476,25,0.4,High School,South,0,31213.33,30232.17
1477,24,0.4,Bachelor's,North,1,46268.37,43973.58
1478,25,3.6,High School,South,0,45837.73,40456.24
1479,31,3.3,Bachelor's,South,1,66649.68,54017.32
1480,49,1.8,High School,South,0,33660.0,37211.77
1481,36,3.3,Master's,East,0,61799.53,47546.92
1482,46,6.2,High School,East,1,56951.18,49038.33
1483,23,4.4,High School,South,0,38341.78,44388.01
1484,18,0.7,High School,North,0,40883.47,36421.42
1485,40,2.8,Bachelor's,South,0,48934.83,53678.55
1486,48,1.4,High School,West,0,34192.39,37830.9
1487,32,2.2,Bachelor's,North,0,48109.69,46361.92
1488,18,2.2,Master's,East,0,52889.38,54304.75
1489,42,2.0,Bachelor's,West,0,43788.03,43327.97
1490,34,0.5,Bachelor's,South,0,32837.01,33648.49
1491,18,2.7,High School,South,0,36881.39,38265.98
1492,32,1.9,Bachelor's,North,0,46752.63,45161.16
1493,40,0.0,High School,North,0,29386.14,25185.37
1494,19,7.1,Bachelor's,South,1,73829.46,64606.49
1495,31,5.2,High School,South,0,47450.89,49621.64
1496,38,2.2,Bachelor's,North,0,40351.51,39112.95
1497,25,3.0,High School,West,1,42517.05,44463.33
1498,25,0.7,Master's,East,1,56184.18,45866.74
1499,36,6.4,High School,North,0,46553.2,46086.03
1500,24,6.8,Bachelor's,West,1,70065.34,62717.11
1501,36,3.3,High School,South,1,46349.47,39695.78
1502,23,5.0,Bachelor's,East,1,60064.22,60596.74
1503,23,3.4,Master's,West,0,60317.07,51788.45
1504,20,0.3,Bachelor's,East,0,39720.66,31973.37
1505,24,2.2,Bachelor's,East,0,41015.42,43478.25
1506,36,3.3,Master's,East,1,64879.78,58056.89
1507,25,2.1,Bachelor's,West,0,51167.27,40591.43
1508,27,2.6,Bachelor's,West,1,57157.01,40479.6
1509,49,2.8,Bachelor's,South,1,59416.36,47315.71
1510,37,2.8,Bachelor's,East,1,52753.56,40545.25
1511,32,3.1,High School,North,0,44445.65,40526.77
1512,32,0.9,Master's,North,0,59226.88,46337.51
1513,46,1.6,Bachelor's,North,0,38740.56,44777.87
1514,18,0.4,High School,West,1,35383.02,25664.68
1515,37,5.0,Bachelor's,South,0,53744.6,58192.65
1516,47,0.0,High School,West,0,34377.53,29267.86
1517,24,5.3,High School,East,0,45464.59,48954.09
1518,44,5.8,Bachelor's,North,1,60052.06,59239.5
1519,21,2.4,Master's,West,0,51644.0,47570.22
1520,46,0.0,Master's,North,0,47990.46,48529.03
1521,23,2.3,Master's,West,1,59796.98,46199.73
1522,42,2.9,Master's,North,1,66651.17,48219.45
1523,18,1.0,High School,East,1,48759.96,40856.0
1524,46,2.0,High School,North,0,37109.84,40447.41
1525,22,6.1,Master's,East,1,73041.43,71594.66
1526,44,4.3,High School,East,0,47136.28,41419.14
1527,40,1.2,Bachelor's,West,0,37172.11,42009.71
1528,18,0.0,Bachelor's,West,0,33226.45,40109.42
1529,47,2.3,High School,West,0,35705.03,36851.22
1530,21,2.6,Master's,East,0,50259.86,49815.46
1531,39,4.0,Bachelor's,South,1,55960.49,46415.66
1532,19,1.9,Bachelor's,South,0,52940.44,44555.45
1533,27,4.0,Master's,East,0,67928.96,52732.56
1534,22,6.9,Bachelor's,East,1,66842.4,54320.55
1535,44,4.6,High School,West,0,44351.6,45374.29
1536,27,2.9,Bachelor's,West,0,45772.25,46319.36
1537,18,2.6,Master's,West,1,68438.59,56548.83
1538,39,2.3,Bachelor's,South,0,51388.19,43200.35
1539,23,5.4,Bachelor's,South,1,55197.53,51874.98
1540,30,1.7,Bachelor's,East,1,55616.17,44794.21
1541,48,3.1,High School,South,0,32737.23,36051.9
1542,32,3.1,Master's,West,0,63098.55,51667.49
1543,21,2.0,Master's,West,0,53190.53,48526.18
1544,30,0.3,High School,West,0,26648.46,30061.19
1545,41,3.6,High School,West,0,39731.24,47889.75
1546,37,2.9,Master's,West,1,62189.09,48192.84
1547,41,4.0,Master's,North,0,59627.01,62182.03
1548,32,1.9,Master's,East,1,66007.96,53651.15
1549,46,5.4,Master's,East,1,65583.89,67467.92
1550,25,1.2,Bachelor's,South,1,60933.13,54146.74
1551,22,6.4,Bachelor's,West,0,65300.69,62925.81
1552,46,0.0,Bachelor's,North,0,33623.38,41702.67
1553,32,3.9,High School,West,0,41972.63,36450.01
1554,21,4.0,Bachelor's,West,1,68406.63,45255.11
1555,29,1.4,Bachelor's,South,0,48391.25,43640.76
1556,30,3.8,Bachelor's,North,1,57862.65,42607.7
1557,19,5.6,Bachelor's,North,1,68748.81,57261.76
1558,44,0.0,Bachelor's,East,0,52985.99,29460.31
1559,48,4.0,High School,West,0,42542.27,46608.93
1560,36,0.0,High School,North,0,26836.76,28713.2
1561,36,1.1,High School,East,1,44068.11,33806.39
1562,21,6.3,High School,North,1,60007.76,45906.51
1563,21,1.8,Master's,West,0,47886.62,42805.89
1564,43,0.7,High School,East,1,44164.85,37038.78
1565,28,2.6,High School,North,0,31540.37,43142.81
1566,44,7.1,Bachelor's,South,1,66079.77,57894.05
1567,22,0.0,Bachelor's,North,0,41791.22,40647.72
1568,37,0.9,High School,West,0,23917.79,31136.43
1569,28,6.0,Bachelor's,South,1,70500.43,57153.96
1570,47,6.7,Bachelor's,North,1,58086.31,61136.56
1571,27,2.8,High School,North,0,29722.79,40620.34
1572,25,0.5,High School,East,1,39070.79,36863.88
1573,23,7.2,Master's,West,1,78009.38,68675.52
1574,23,6.2,Master's,North,1,80192.97,63712.34
1575,25,4.4,Bachelor's,North,1,61361.8,48154.32
1576,40,1.4,High School,North,1,42892.82,32285.98
1577,32,2.9,Bachelor's,West,0,49603.73,49940.21
1578,43,2.7,Bachelor's,South,1,51683.35,40092.69
1579,31,3.7,High School,West,0,41682.18,45523.23
1580,28,5.9,Bachelor's,East,0,49708.78,54575.43
1581,29,4.8,Bachelor's,East,0,52689.45,49125.58
1582,43,0.8,High School,West,0,31886.56,28005.1
1583,30,5.8,Bachelor's,North,1,61237.64,58097.47
1584,25,3.6,Master's,North,0,56704.0,55741.43
1585,47,4.4,High School,South,0,43915.14,49555.06
1586,35,5.9,Master's,West,1,78676.52,57647.7
1587,42,0.8,High School,West,0,24302.35,30087.35
1588,18,2.9,Master's,North,0,53404.8,53331.12
1589,32,1.9,High School,East,1,42009.96,32692.57
1590,25,0.0,High School,East,0,34348.81,30024.47
1591,45,3.7,Bachelor's,South,1,62849.82,50378.0
1592,28,8.0,Bachelor's,South,1,74608.74,63937.94
1593,29,0.0,Master's,East,1,51480.83,51024.67
1594,29,2.9,High School,West,1,53233.67,33486.11
